name,count_m,count_f,year,count_total,proportion
Devon,104,87,1963,191,0.04450261780104714
Ollie,83,86,1963,169,0.008875739644970404
Paris,61,68,1963,129,0.027131782945736427
Cleo,47,55,1963,102,0.03921568627450983
Alva,45,52,1963,97,0.03608247422680411
Kary,50,42,1963,92,0.04347826086956519
Ricki,39,44,1963,83,0.03012048192771083
Kris,513,590,1962,1103,0.03490480507706256
Ashley,114,95,1962,209,0.045454545454545414
Ollie,105,99,1962,204,0.014705882352941124
Dorian,70,85,1962,155,0.04838709677419356
Lacy,49,48,1962,97,0.005154639175257714
Darby,36,44,1962,80,0.04999999999999999
Lorenza,41,35,1962,76,0.03947368421052633
Elisha,34,40,1962,74,0.040540540540540515
Kit,29,33,1962,62,0.03225806451612906
Kasey,25,29,1962,54,0.037037037037037035
Rene,704,858,1961,1562,0.049295774647887314
Angel,669,596,1961,1265,0.028853754940711518
Ollie,108,113,1961,221,0.011312217194570151
Val,88,96,1961,184,0.021739130434782594
Paris,63,77,1961,140,0.04999999999999999
Dorian,66,61,1961,127,0.019685039370078705
Alva,65,54,1961,119,0.04621848739495793
Tory,49,56,1961,105,0.033333333333333326
Allyn,41,35,1961,76,0.03947368421052633
Dann,33,39,1961,72,0.041666666666666685
Robbie,453,463,1960,916,0.00545851528384278
Paris,63,56,1960,119,0.02941176470588236
Alva,60,59,1960,119,0.004201680672268893
Dann,49,42,1960,91,0.038461538461538436
Tory,47,43,1960,90,0.022222222222222254
Kit,39,38,1960,77,0.00649350649350644
Nicola,32,30,1960,62,0.016129032258064502
Teddie,28,26,1960,54,0.01851851851851849
Tonnie,24,27,1960,51,0.02941176470588236
Terryl,26,24,1960,50,0.020000000000000018
Pat,948,1002,1959,1950,0.013846153846153841
Robbie,388,429,1959,817,0.025091799265605896
Paris,49,45,1959,94,0.021276595744680882
Nickie,36,37,1959,73,0.006849315068493178
Linn,31,36,1959,67,0.03731343283582089
Lin,28,31,1959,59,0.02542372881355931
Deon,28,25,1959,53,0.028301886792452824
Natividad,25,22,1959,47,0.03191489361702127
Kimmy,22,25,1959,47,0.03191489361702127
Terryl,23,23,1959,46,0.0
Rene,552,621,1958,1173,0.02941176470588236
Robbie,404,467,1958,871,0.03616532721010335
Ollie,126,144,1958,270,0.033333333333333326
Val,127,110,1958,237,0.03586497890295359
Lindsay,89,81,1958,170,0.02352941176470591
Courtney,78,71,1958,149,0.023489932885906062
Dorian,54,62,1958,116,0.03448275862068967
Devon,46,38,1958,84,0.04761904761904767
Nickie,39,40,1958,79,0.006329113924050611
Darby,36,34,1958,70,0.014285714285714235
Kelly,1876,1903,1957,3779,0.003572373643821125
Rene,554,635,1957,1189,0.0340622371740959
Kris,358,420,1957,778,0.03984575835475579
Unknown,391,323,1957,714,0.04761904761904767
Lindsay,96,98,1957,194,0.005154639175257714
Cris,73,67,1957,140,0.021428571428571463
Dorian,64,63,1957,127,0.003937007874015741
Devon,41,41,1957,82,0.0
Kary,32,31,1957,63,0.007936507936507908
Mallory,30,25,1957,55,0.045454545454545414
Jackie,1861,1983,1956,3844,0.015868886576482832
Rene,540,613,1956,1153,0.03165654813529922
Shawn,569,547,1956,1116,0.009856630824372714
Unknown,457,540,1956,997,0.0416248746238716
Pat,418,435,1956,853,0.009964830011723325
Kris,267,302,1956,569,0.030755711775043937
Lindsay,96,83,1956,179,0.03631284916201116
Randie,31,35,1956,66,0.030303030303030276
Glennis,26,27,1956,53,0.009433962264150941
Nicola,24,27,1956,51,0.02941176470588236
Jackie,2000,1797,1955,3797,0.02673163023439562
Dana,1571,1568,1955,3139,0.00047785919082510286
Unknown,497,564,1955,1061,0.03157398680490103
Rene,528,465,1955,993,0.031722054380664666
Pat,329,359,1955,688,0.021802325581395332
Kris,239,260,1955,499,0.021042084168336694
Alva,82,98,1955,180,0.04444444444444445
Kelley,74,90,1955,164,0.04878048780487804
Linn,32,35,1955,67,0.022388059701492546
Kary,26,23,1955,49,0.030612244897959218
Kim,3167,2928,1954,6095,0.01960623461853983
Jackie,1954,1733,1954,3687,0.029970165446162156
Unknown,549,644,1954,1193,0.03981559094719195
Pat,314,291,1954,605,0.0190082644628099
Kris,204,187,1954,391,0.021739130434782594
Lindsay,94,77,1954,171,0.049707602339181256
Kelley,65,73,1954,138,0.02898550724637683
Dell,68,57,1954,125,0.04400000000000004
Dorian,55,50,1954,105,0.023809523809523836
Nickie,44,46,1954,90,0.011111111111111127
Jackie,1970,1728,1953,3698,0.032720389399675476
Jessie,1071,900,1953,1971,0.04337899543378998
Unknown,525,600,1953,1125,0.033333333333333326
Rene,426,367,1953,793,0.03720050441361922
Tracy,327,326,1953,653,0.0007656967840734552
Kris,193,158,1953,351,0.049857549857549865
Hollis,151,141,1953,292,0.017123287671232834
Lavern,103,102,1953,205,0.0024390243902439046
Alva,65,67,1953,132,0.007575757575757569
Carrol,57,62,1953,119,0.02100840336134452
Dana,1380,1144,1952,2524,0.046751188589540416
Jessie,1034,878,1952,1912,0.04079497907949792
Pat,328,300,1952,628,0.022292993630573243
Tracy,331,288,1952,619,0.03473344103392573
Hollis,146,124,1952,270,0.040740740740740744
Lavern,113,132,1952,245,0.038775510204081653
Ricki,92,108,1952,200,0.03999999999999998
Alva,97,81,1952,178,0.0449438202247191
Carrol,62,73,1952,135,0.040740740740740744
Allyn,51,60,1952,111,0.040540540540540515
Leslie,2297,2540,1951,4837,0.02511887533595203
Dana,1283,1077,1951,2360,0.04364406779661012
Jessie,989,940,1951,1929,0.012700881285640175
Pat,315,325,1951,640,0.0078125
Kris,145,149,1951,294,0.006802721088435382
Shawn,138,123,1951,261,0.028735632183908066
Stacy,116,108,1951,224,0.017857142857142905
Lindsay,106,112,1951,218,0.01376146788990823
Lavern,86,95,1951,181,0.024861878453038666
Devon,37,41,1951,78,0.02564102564102566
Leslie,2133,2329,1950,4462,0.02196324518153292
Jessie,1021,936,1950,1957,0.021716913643331615
Pat,384,440,1950,824,0.03398058252427183
Lindsay,97,116,1950,213,0.04460093896713613
Kris,106,104,1950,210,0.004761904761904745
Carrol,95,85,1950,180,0.02777777777777779
Alva,97,80,1950,177,0.04802259887005644
Devon,43,37,1950,80,0.03749999999999998
Dorian,42,37,1950,79,0.03164556962025311
Michal,37,41,1950,78,0.02564102564102566
Leslie,2208,2418,1949,4626,0.022697795071335902
Jessie,1022,1030,1949,2052,0.001949317738791423
Kris,107,94,1949,201,0.03233830845771146
Stacy,98,84,1949,182,0.038461538461538436
Sheridan,39,47,1949,86,0.04651162790697677
Vernie,29,30,1949,59,0.008474576271186418
Ardell,28,25,1949,53,0.028301886792452824
Lyndell,25,26,1949,51,0.009803921568627472
Delane,23,25,1949,48,0.020833333333333315
Teddie,24,23,1949,47,0.010638297872340385
Leslie,2214,2305,1948,4519,0.010068599247621157
Jessie,1095,1071,1948,2166,0.005540166204986097
Toby,136,117,1948,253,0.03754940711462451
Lavern,127,112,1948,239,0.03138075313807531
Lindsay,65,68,1948,133,0.011278195488721832
Stacy,67,62,1948,129,0.019379844961240345
Lennie,55,50,1948,105,0.023809523809523836
Linn,35,32,1948,67,0.02238805970149249
Devon,30,30,1948,60,0.0
Robbin,26,29,1948,55,0.027272727272727282
Leslie,2305,2358,1947,4663,0.005683036671670583
Jackie,1990,1660,1947,3650,0.045205479452054775
Jessie,1051,1157,1947,2208,0.02400362318840582
Frankie,587,507,1947,1094,0.03656307129798908
Toby,148,127,1947,275,0.038181818181818206
Lavern,126,122,1947,248,0.008064516129032251
Leigh,105,114,1947,219,0.02054794520547948
Darnell,65,61,1947,126,0.015873015873015928
Lindsay,61,59,1947,120,0.008333333333333304
Lennie,41,43,1947,84,0.011904761904761918
Leslie,2138,2139,1946,4277,0.00011690437222350303
Jackie,1729,1528,1946,3257,0.03085661651826832
Jessie,1020,1173,1946,2193,0.034883720930232565
Toby,126,116,1946,242,0.02066115702479343
Lavern,128,113,1946,241,0.03112033195020747
Trinidad,53,46,1946,99,0.03535353535353536
Jodie,36,42,1946,78,0.038461538461538436
Ardell,34,29,1946,63,0.03968253968253965
Robbin,30,28,1946,58,0.017241379310344862
Stacey,24,27,1946,51,0.02941176470588236
Leslie,1975,1704,1945,3679,0.036830660505572155
Jackie,1493,1261,1945,2754,0.042120551924473504
Jessie,940,1107,1945,2047,0.04079140205178311
Frankie,578,509,1945,1087,0.031738730450782016
Toby,123,133,1945,256,0.01953125
Lavern,120,112,1945,232,0.017241379310344862
Leigh,78,74,1945,152,0.013157894736842146
Artie,60,60,1945,120,0.0
Theo,48,53,1945,101,0.024752475247524774
Maxie,53,46,1945,99,0.03535353535353536
Jessie,1033,1217,1944,2250,0.040888888888888864
Jan,544,611,1944,1155,0.029004329004328977
Frankie,519,544,1944,1063,0.01175917215428035
Allison,41,45,1944,86,0.023255813953488358
Artie,41,40,1944,81,0.006172839506172867
Trinidad,40,35,1944,75,0.033333333333333326
Kris,36,33,1944,69,0.021739130434782594
Vernie,34,32,1944,66,0.015151515151515138
Ardell,31,35,1944,66,0.030303030303030276
Hilary,28,33,1944,61,0.04098360655737704
Jessie,1100,1313,1943,2413,0.04413593037712393
Jan,551,641,1943,1192,0.03775167785234901
Frankie,492,597,1943,1089,0.04820936639118456
Gerry,273,250,1943,523,0.02198852772466542
Artie,57,58,1943,115,0.004347826086956497
Barrie,48,44,1943,92,0.021739130434782594
Trinidad,46,38,1943,84,0.04761904761904767
Vernie,39,43,1943,82,0.024390243902439046
Ocie,43,37,1943,80,0.03749999999999998
Allison,34,38,1943,72,0.02777777777777779
Jan,512,534,1942,1046,0.010516252390057379
Frankie,489,533,1942,1022,0.021526418786692758
Robin,257,310,1942,567,0.046737213403880096
Carrol,127,140,1942,267,0.024344569288389517
Artie,50,61,1942,111,0.04954954954954954
Barrie,58,48,1942,106,0.047169811320754707
Lorenza,47,43,1942,90,0.022222222222222254
Ocie,45,43,1942,88,0.011363636363636354
Sheridan,44,44,1942,88,0.0
Allison,41,34,1942,75,0.046666666666666634
Lynn,1351,1259,1941,2610,0.017624521072796884
Jan,459,445,1941,904,0.007743362831858391
Frankie,413,486,1941,899,0.04060066740823137
Gale,287,338,1941,625,0.0408
Robin,208,239,1941,447,0.03467561521252799
Carrol,164,141,1941,305,0.03770491803278686
Alva,102,93,1941,195,0.023076923076923106
Rosario,55,63,1941,118,0.03389830508474578
Artie,60,50,1941,110,0.045454545454545414
Lesley,47,56,1941,103,0.043689320388349495
Lynn,1045,957,1940,2002,0.02197802197802201
Jan,349,331,1940,680,0.013235294117647012
Robin,200,206,1940,406,0.007389162561576346
Gerry,216,186,1940,402,0.03731343283582089
Carrol,170,154,1940,324,0.024691358024691357
Artie,61,54,1940,115,0.0304347826086957
Ocie,38,40,1940,78,0.01282051282051283
Ardell,36,40,1940,76,0.026315789473684237
Theo,38,32,1940,70,0.042857142857142816
Trinidad,35,33,1940,68,0.014705882352941124
Lynn,885,871,1939,1756,0.003986332574031914
Jan,308,304,1939,612,0.0032679738562091387
Gale,291,288,1939,579,0.002590673575129543
Gerry,169,200,1939,369,0.04200542005420055
Dana,144,169,1939,313,0.039936102236421744
Alva,140,117,1939,257,0.04474708171206221
Sydney,79,77,1939,156,0.0064102564102563875
Claudie,58,51,1939,109,0.032110091743119296
Lesley,43,36,1939,79,0.044303797468354444
Allison,33,28,1939,61,0.040983606557377095
Lynn,810,722,1938,1532,0.02872062663185382
Jan,317,269,1938,586,0.04095563139931746
Gerry,170,175,1938,345,0.00724637681159418
Carrol,170,140,1938,310,0.048387096774193505
Dana,132,151,1938,283,0.03356890459363959
Robin,125,104,1938,229,0.04585152838427953
Sydney,75,87,1938,162,0.037037037037037035
Rosario,50,59,1938,109,0.041284403669724745
Claudie,54,53,1938,107,0.004672897196261627
Ardell,44,48,1938,92,0.021739130434782594
Jan,245,239,1937,484,0.006198347107438051
Gerry,167,148,1937,315,0.030158730158730163
Carrol,157,133,1937,290,0.04137931034482756
Dana,133,150,1937,283,0.030035335689045928
Sydney,93,91,1937,184,0.005434782608695676
Robin,93,80,1937,173,0.037572254335260125
Cruz,60,58,1937,118,0.008474576271186418
Rosario,58,54,1937,112,0.017857142857142905
Lesley,39,36,1937,75,0.020000000000000018
Theo,40,33,1937,73,0.047945205479452024
Jan,272,229,1936,501,0.04291417165668665
Gerry,134,140,1936,274,0.010948905109489038
Sydney,82,97,1936,179,0.041899441340782106
Robin,80,69,1936,149,0.03691275167785235
Sandy,74,62,1936,136,0.044117647058823484
Cruz,58,62,1936,120,0.016666666666666663
Jamie,49,49,1936,98,0.0
Ardell,41,48,1936,89,0.0393258426966292
Rosario,46,38,1936,84,0.04761904761904767
Earlie,31,37,1936,68,0.04411764705882354
Jan,196,188,1935,384,0.01041666666666663
Gerry,116,140,1935,256,0.046875
Dana,120,128,1935,248,0.016129032258064502
Sydney,79,94,1935,173,0.04335260115606937
Sandy,68,66,1935,134,0.007462686567164201
Claudie,72,59,1935,131,0.04961832061068705
Jamie,55,49,1935,104,0.028846153846153855
Rosario,42,41,1935,83,0.0060240963855421326
Trinidad,41,41,1935,82,0.0
Lorenza,41,34,1935,75,0.046666666666666634
Jan,145,160,1934,305,0.024590163934426257
Gerry,104,126,1934,230,0.04782608695652174
Cruz,53,47,1934,100,0.030000000000000027
Jamie,44,52,1934,96,0.041666666666666685
Trinidad,43,43,1934,86,0.0
Garnett,42,44,1934,86,0.011627906976744207
Dell,45,38,1934,83,0.04216867469879515
Ocie,41,37,1934,78,0.02564102564102566
Rosario,39,35,1934,74,0.027027027027026973
Shannon,32,38,1934,70,0.04285714285714287
Maxie,76,74,1933,150,0.00666666666666671
Claudie,69,64,1933,133,0.018796992481203034
Robin,69,58,1933,127,0.04330708661417326
Vernie,55,63,1933,118,0.03389830508474578
Ardell,49,59,1933,108,0.04629629629629628
Dell,48,47,1933,95,0.0052631578947368585
Jamie,45,49,1933,94,0.021276595744680826
Ocie,46,47,1933,93,0.005376344086021501
Trinidad,39,38,1933,77,0.00649350649350644
Sherrill,39,37,1933,76,0.013157894736842146
Maxie,97,87,1932,184,0.02717391304347827
Robin,68,58,1932,126,0.03968253968253965
Vernie,55,64,1932,119,0.037815126050420145
Kaye,63,55,1932,118,0.03389830508474578
Claudie,60,57,1932,117,0.012820512820512775
Gean,22,26,1932,48,0.041666666666666685
Shannon,24,23,1932,47,0.010638297872340385
Rossie,21,18,1932,39,0.038461538461538436
Scottie,20,17,1932,37,0.04054054054054057
Lavelle,17,20,1932,37,0.040540540540540515
Guadalupe,316,348,1931,664,0.024096385542168697
Meredith,69,72,1931,141,0.010638297872340441
Cruz,69,68,1931,137,0.0036496350364964014
Maxie,62,71,1931,133,0.03383458646616544
Claudie,55,58,1931,113,0.013274336283185861
Ardell,50,59,1931,109,0.041284403669724745
Ocie,48,57,1931,105,0.04285714285714287
Trinidad,51,52,1931,103,0.004854368932038833
Kaye,48,49,1931,97,0.005154639175257714
Lorenza,38,37,1931,75,0.00666666666666671
Marlyn,81,87,1930,168,0.01785714285714285
Vernie,67,80,1930,147,0.044217687074829926
Cruz,64,61,1930,125,0.01200000000000001
Garnett,59,54,1930,113,0.02212389380530977
Trinidad,47,57,1930,104,0.04807692307692307
Lorenza,41,43,1930,84,0.011904761904761918
Kaye,29,34,1930,63,0.03968253968253971
Odie,30,29,1930,59,0.008474576271186418
Arlis,30,28,1930,58,0.017241379310344862
Natividad,28,26,1930,54,0.01851851851851849
Gail,147,172,1929,319,0.03918495297805641
Mickey,105,90,1929,195,0.038461538461538436
Theo,75,71,1929,146,0.013698630136986356
Marlyn,68,78,1929,146,0.03424657534246578
Claudie,70,73,1929,143,0.010489510489510467
Garnett,55,65,1929,120,0.041666666666666685
Ocie,56,57,1929,113,0.004424778761061954
Lorenza,44,44,1929,88,0.0
Jamie,41,47,1929,88,0.034090909090909116
Earlie,30,26,1929,56,0.0357142857142857
Gail,176,173,1928,349,0.004297994269340966
Mickey,93,94,1928,187,0.002673796791443861
Meredith,87,95,1928,182,0.021978021978021955
Maxie,79,78,1928,157,0.0031847133757961776
Cruz,77,72,1928,149,0.016778523489932917
Garnett,56,66,1928,122,0.04098360655737704
Lorenza,50,55,1928,105,0.023809523809523836
Natividad,43,41,1928,84,0.011904761904761862
Myrl,39,41,1928,80,0.012500000000000011
Golden,38,33,1928,71,0.035211267605633756
Jackie,486,451,1927,937,0.01867662753468513
Terry,180,162,1927,342,0.02631578947368418
Donnie,91,92,1927,183,0.002732240437158473
Gayle,87,96,1927,183,0.024590163934426257
Claudie,87,94,1927,181,0.01933701657458564
Mickey,91,84,1927,175,0.020000000000000018
Meredith,77,93,1927,170,0.047058823529411764
Cruz,75,62,1927,137,0.04744525547445255
Garnett,71,66,1927,137,0.018248175182481785
Marlyn,52,63,1927,115,0.04782608695652174
Jackie,361,333,1926,694,0.02017291066282423
Pat,297,337,1926,634,0.03154574132492116
Gail,189,206,1926,395,0.021518987341772156
Terry,165,145,1926,310,0.032258064516129004
Theo,104,90,1926,194,0.03608247422680411
Garnett,72,61,1926,133,0.041353383458646586
Vernie,61,71,1926,132,0.0378787878787879
Laurie,44,41,1926,85,0.01764705882352946
Dell,43,37,1926,80,0.03749999999999998
Ozell,36,43,1926,79,0.044303797468354444
Jackie,276,267,1925,543,0.008287292817679592
Gail,179,163,1925,342,0.023391812865497075
Theo,98,102,1925,200,0.010000000000000009
Meredith,83,91,1925,174,0.022988505747126464
Cruz,85,76,1925,161,0.02795031055900621
Garnett,79,76,1925,155,0.009677419354838679
Odie,48,41,1925,89,0.0393258426966292
Robin,47,42,1925,89,0.028089887640449396
Lorenza,41,47,1925,88,0.034090909090909116
Natividad,35,41,1925,76,0.03947368421052633
Gail,172,165,1924,337,0.010385756676557834
Terry,140,116,1924,256,0.046875
Santos,111,100,1924,211,0.026066350710900466
Theo,97,111,1924,208,0.033653846153846145
Maxie,79,88,1924,167,0.026946107784431128
Vernie,81,85,1924,166,0.01204819277108432
Meredith,76,82,1924,158,0.01898734177215189
Garnett,66,61,1924,127,0.019685039370078705
Ardell,53,62,1924,115,0.03913043478260869
Marlyn,50,46,1924,96,0.02083333333333337
Patsy,296,334,1923,630,0.030158730158730163
Claudie,87,100,1923,187,0.034759358288770026
Garnett,82,82,1923,164,0.0
Maxie,75,87,1923,162,0.037037037037037035
Cruz,71,84,1923,155,0.04193548387096774
Meredith,71,81,1923,152,0.032894736842105254
Mickey,63,72,1923,135,0.033333333333333326
Dell,45,42,1923,87,0.017241379310344862
Carnell,24,24,1923,48,0.0
Jeffie,19,21,1923,40,0.025000000000000022
Patsy,307,277,1922,584,0.025684931506849362
Theo,109,102,1922,211,0.016587677725118488
Meredith,95,94,1922,189,0.002645502645502673
Garnett,83,86,1922,169,0.008875739644970404
Mickey,60,71,1922,131,0.041984732824427495
Golden,44,50,1922,94,0.03191489361702127
Dell,43,47,1922,90,0.0222222222222222
Luverne,40,39,1922,79,0.006329113924050667
Robin,37,33,1922,70,0.02857142857142858
Dannie,30,29,1922,59,0.008474576271186418
Gail,177,204,1921,381,0.035433070866141725
Theo,107,96,1921,203,0.027093596059113323
Meredith,101,99,1921,200,0.0050000000000000044
Dana,107,89,1921,196,0.04591836734693877
Claudie,90,97,1921,187,0.01871657754010697
Garnett,78,81,1921,159,0.009433962264150941
Ardell,65,65,1921,130,0.0
Cruz,58,68,1921,126,0.03968253968253971
Laurel,55,63,1921,118,0.03389830508474578
Golden,58,58,1921,116,0.0
Gail,171,181,1920,352,0.01420454545454547
Claudie,93,109,1920,202,0.039603960396039584
Theo,97,98,1920,195,0.002564102564102555
Garnett,87,99,1920,186,0.03225806451612906
Mickey,56,67,1920,123,0.044715447154471566
Lorenza,55,58,1920,113,0.013274336283185861
Golden,51,44,1920,95,0.0368421052631579
Refugio,46,39,1920,85,0.04117647058823526
Luverne,41,40,1920,81,0.006172839506172867
Bernell,27,23,1920,50,0.040000000000000036
Gail,176,184,1919,360,0.011111111111111127
Theo,92,109,1919,201,0.04228855721393032
Garnett,76,69,1919,145,0.024137931034482807
Meredith,77,66,1919,143,0.038461538461538436
Cruz,65,67,1919,132,0.007575757575757569
Golden,66,62,1919,128,0.015625
Mickey,47,47,1919,94,0.0
Luverne,38,43,1919,81,0.030864197530864224
Dell,43,37,1919,80,0.03749999999999998
Lorenza,39,39,1919,78,0.0
Gail,170,206,1918,376,0.0478723404255319
Theo,87,105,1918,192,0.046875
Meredith,93,82,1918,175,0.03142857142857147
Garnett,75,88,1918,163,0.039877300613496924
Cruz,41,47,1918,88,0.034090909090909116
France,39,35,1918,74,0.027027027027026973
Refugio,36,37,1918,73,0.006849315068493178
Ozie,31,27,1918,58,0.03448275862068961
Dannie,21,22,1918,43,0.011627906976744207
Bernell,21,20,1918,41,0.012195121951219523
Theo,89,91,1917,180,0.005555555555555536
Meredith,74,63,1917,137,0.04014598540145986
Garnett,70,66,1917,136,0.014705882352941124
Jonnie,52,50,1917,102,0.009803921568627416
Odie,54,47,1917,101,0.034653465346534684
Dell,40,35,1917,75,0.033333333333333326
Mickey,35,30,1917,65,0.038461538461538436
Dannie,21,24,1917,45,0.033333333333333326
Mannie,23,19,1917,42,0.04761904761904767
Jan,22,20,1917,42,0.023809523809523836
Theo,96,98,1916,194,0.005154639175257714
Meredith,69,66,1916,135,0.011111111111111072
Odie,53,56,1916,109,0.01376146788990823
Golden,48,56,1916,104,0.038461538461538436
Jonnie,47,48,1916,95,0.0052631578947368585
Santos,47,41,1916,88,0.03409090909090906
Burnice,41,46,1916,87,0.028735632183908066
Dell,43,43,1916,86,0.0
Mickey,33,38,1916,71,0.03521126760563381
Laurel,31,37,1916,68,0.04411764705882354
Gail,143,135,1915,278,0.014388489208633115
Theo,91,98,1915,189,0.018518518518518545
Odie,57,48,1915,105,0.042857142857142816
Ivory,52,45,1915,97,0.03608247422680411
Golden,45,47,1915,92,0.010869565217391297
Santos,40,45,1915,85,0.02941176470588236
Laurel,40,41,1915,81,0.006172839506172867
Dell,35,40,1915,75,0.033333333333333326
Cruz,38,36,1915,74,0.013513513513513487
Trinidad,30,29,1915,59,0.008474576271186418
Gail,88,102,1914,190,0.0368421052631579
Claudie,56,60,1914,116,0.017241379310344807
Ardell,35,42,1914,77,0.04545454545454547
Golden,40,35,1914,75,0.033333333333333326
Odie,32,38,1914,70,0.04285714285714287
Laurel,36,33,1914,69,0.021739130434782594
Santos,35,34,1914,69,0.007246376811594235
Jonnie,28,34,1914,62,0.04838709677419356
Burnice,25,27,1914,52,0.019230769230769218
Verle,22,24,1914,46,0.021739130434782594
Alva,167,142,1913,309,0.04045307443365698
Gail,61,58,1913,119,0.012605042016806678
Meredith,43,38,1913,81,0.030864197530864224
Odie,39,36,1913,75,0.020000000000000018
Jonnie,31,30,1913,61,0.008196721311475419
Dell,28,28,1913,56,0.0
Laurie,19,22,1913,41,0.036585365853658514
Carmon,15,16,1913,31,0.016129032258064502
Hollie,13,15,1913,28,0.0357142857142857
Bobby,14,13,1913,27,0.01851851851851849
Merle,268,221,1912,489,0.04805725971370145
Alva,138,125,1912,263,0.024714828897338448
Patsy,119,99,1912,218,0.04587155963302747
Theo,50,53,1912,103,0.014563106796116498
Ivory,30,34,1912,64,0.03125
Odie,31,28,1912,59,0.025423728813559365
Laurel,23,23,1912,46,0.0
Santos,22,20,1912,42,0.023809523809523836
Burnice,18,22,1912,40,0.04999999999999999
Earlie,18,21,1912,39,0.038461538461538436
Patsy,74,68,1911,142,0.021126760563380254
Ivory,31,36,1911,67,0.03731343283582089
Theo,31,36,1911,67,0.03731343283582089
Lavern,24,24,1911,48,0.0
Jonnie,24,21,1911,45,0.033333333333333326
Ozie,17,18,1911,35,0.01428571428571429
Meredith,16,16,1911,32,0.0
Lorenza,15,13,1911,28,0.0357142857142857
Bee,12,13,1911,25,0.020000000000000018
Algie,12,10,1911,22,0.045454545454545414
Theo,35,29,1910,64,0.046875
Ivory,27,32,1910,59,0.0423728813559322
Arlie,23,26,1910,49,0.030612244897959162
Golden,21,25,1910,46,0.043478260869565244
Odie,21,24,1910,45,0.033333333333333326
Dana,19,21,1910,40,0.025000000000000022
Verne,19,18,1910,37,0.013513513513513487
Lavern,17,17,1910,34,0.0
Alvie,15,15,1910,30,0.0
Vester,15,13,1910,28,0.0357142857142857
Alva,68,70,1909,138,0.00724637681159418
Odell,49,52,1909,101,0.014851485148514865
Golden,26,25,1909,51,0.009803921568627416
Lacy,23,19,1909,42,0.04761904761904767
Meredith,17,16,1909,33,0.015151515151515138
Lavern,16,14,1909,30,0.033333333333333326
Lorenza,12,11,1909,23,0.021739130434782594
Stacy,8,9,1909,17,0.02941176470588236
Elza,8,8,1909,16,0.0
Toby,8,8,1909,16,0.0
Odell,52,45,1908,97,0.03608247422680411
Bernie,19,16,1908,35,0.042857142857142816
Ivory,19,16,1908,35,0.042857142857142816
Augustine,17,18,1908,35,0.01428571428571429
Osie,14,16,1908,30,0.033333333333333326
Meredith,15,14,1908,29,0.017241379310344862
Dana,14,15,1908,29,0.017241379310344807
Bee,12,13,1908,25,0.020000000000000018
Earlie,12,10,1908,22,0.045454545454545414
Almer,9,10,1908,19,0.026315789473684237
Odell,38,44,1907,82,0.036585365853658514
Theo,29,31,1907,60,0.016666666666666663
Arlie,26,22,1907,48,0.04166666666666663
Ivory,19,19,1907,38,0.0
Jonnie,14,17,1907,31,0.04838709677419356
Ardell,9,11,1907,20,0.04999999999999999
Ivey,10,9,1907,19,0.02631578947368418
Lavern,9,8,1907,17,0.02941176470588236
Lorenza,8,9,1907,17,0.02941176470588236
Elgie,7,8,1907,15,0.033333333333333326
Tommie,79,79,1906,158,0.0
Merle,72,84,1906,156,0.038461538461538436
Alva,64,65,1906,129,0.003875968992248069
Odell,48,43,1906,91,0.027472527472527486
Augustine,22,23,1906,45,0.011111111111111127
Oral,14,14,1906,28,0.0
Toy,9,9,1906,18,0.0
Vester,8,9,1906,17,0.02941176470588236
Love,8,8,1906,16,0.0
Jonnie,8,7,1906,15,0.033333333333333326
Tommie,61,72,1905,133,0.04135338345864664
Alva,57,58,1905,115,0.004347826086956497
Odell,30,32,1905,62,0.016129032258064502
Ivory,21,20,1905,41,0.012195121951219523
Odie,18,21,1905,39,0.038461538461538436
Lacy,18,15,1905,33,0.045454545454545414
Beverly,16,16,1905,32,0.0
Vester,14,12,1905,26,0.038461538461538436
Jodie,12,12,1905,24,0.0
Unknown,9,11,1905,20,0.04999999999999999
Tommie,60,58,1904,118,0.008474576271186418
Alva,49,49,1904,98,0.0
Odell,34,29,1904,63,0.03968253968253965
Sammie,34,28,1904,62,0.048387096774193505
Theo,27,31,1904,58,0.03448275862068967
Odie,17,20,1904,37,0.040540540540540515
Golden,17,18,1904,35,0.01428571428571429
Jonnie,15,13,1904,28,0.0357142857142857
Elzie,13,12,1904,25,0.020000000000000018
Vester,13,12,1904,25,0.020000000000000018
Alva,50,58,1903,108,0.037037037037037035
Arlie,17,19,1903,36,0.02777777777777779
Garnett,17,19,1903,36,0.02777777777777779
Augustine,14,12,1903,26,0.038461538461538436
Ivory,11,12,1903,23,0.021739130434782594
Dell,9,10,1903,19,0.026315789473684237
Trinidad,9,10,1903,19,0.026315789473684237
Bee,8,9,1903,17,0.02941176470588236
Dannie,7,7,1903,14,0.0
Merl,7,7,1903,14,0.0
Alva,60,54,1902,114,0.02631578947368418
Ivory,19,17,1902,36,0.02777777777777779
Arlie,16,14,1902,30,0.033333333333333326
Beverly,12,12,1902,24,0.0
Meredith,9,8,1902,17,0.02941176470588236
Tollie,8,7,1902,15,0.033333333333333326
Estel,7,7,1902,14,0.0
Olie,7,7,1902,14,0.0
Vester,7,6,1902,13,0.038461538461538436
Rosario,6,5,1902,11,0.045454545454545414
Alva,59,49,1901,108,0.04629629629629628
Tommie,55,46,1901,101,0.044554455445544594
